length,id,rabel,,
27,2056,0,,
31,2074,0,,
22,2088,0,,
22,2089,0,,
24,2090,0,,
21,2112,0,,
22,2121,0,,
25,2123,0,,
25,2136,0,,
23,2158,0,,
32,2164,0,,
33,2166,0,,
47,2183,0,,
52,2189,0,,
26,2212,0,,
36,2224,0,,
38,2230,0,,
46,2234,0,,
43,2249,0,,
40,2266,0,,
43,2268,0,,
43,2279,0,,
45,2283,0,,
37,2300,0,,
37,2306,0,,
39,2308,0,,
26,2330,0,,
27,2336,0,,
27,2355,0,,
28,2358,0,,
25,2362,0,,
25,2376,0,,
24,2385,0,,
27,2399,0,,
47,2426,0,,
37,2429,0,,
35,2439,0,,
25,2458,0,,
28,2466,0,,
24,2473,0,,
25,2474,0,,
21,2491,0,,
22,2492,0,,
19,2508,0,,
20,2515,0,,
22,2522,0,,
20,2537,0,,
23,2540,0,,
22,2546,0,,
58,2574,0,,
71,2579,0,,
68,2595,0,,
67,2597,0,,
43,2603,0,,
49,2614,0,,
51,2622,0,,
44,2628,0,,
53,2643,0,,
33,2651,0,,
30,2652,0,,
51,2672,0,,
32,2689,0,,
41,2692,0,,
37,2698,0,,
38,2716,0,,
60,2722,0,,
78,2742,0,,
82,2750,0,,
71,2760,0,,
79,2764,0,,
61,2766,0,,
59,2769,0,,
80,2785,0,,
30,2810,0,,
35,2813,0,,
25,2816,0,,
31,2832,0,,
24,2848,0,,
21,2852,0,,
31,2856,0,,
30,2861,0,,
26,2883,0,,
30,2899,0,,
32,2904,0,,
28,2906,0,,
30,2924,0,,
30,2927,0,,
27,2929,0,,
28,2940,0,,
39,2969,0,,
54,2975,0,,
35,2987,0,,
43,3000,0,,
43,3001,0,,
36,3004,0,,
40,3007,0,,
44,3013,0,,
78,3042,0,,
59,3044,0,,
72,3051,0,,
74,3056,0,,
90,3100,0,,
79,3101,0,,
72,3103,0,,
78,3120,0,,
25,3122,0,,
38,3132,0,,
33,3141,0,,
37,3148,0,,
38,3164,0,,
44,3165,0,,
41,3176,0,,
34,3179,0,,
43,3211,0,,
40,3215,0,,
87,3219,0,,
51,3240,0,,
46,3252,0,,
50,3254,0,,
48,3265,0,,
49,3278,0,,
37,3281,0,,
39,3288,0,,
39,3290,0,,
37,3319,0,,
49,3321,0,,
46,3339,0,,
43,3350,0,,
49,3357,0,,
25,3377,0,,
21,3388,0,,
24,3394,0,,
23,3399,0,,
28,3409,0,,
26,3413,0,,
28,3414,0,,
46,3440,0,,
34,3448,0,,
50,3466,0,,
50,3469,0,,
50,3478,0,,
58,3483,0,,
55,3484,0,,
47,3498,0,,
47,3499,0,,
27,3536,0,,
42,3546,0,,
30,3558,0,,
27,3559,0,,
31,3565,0,,
34,3568,0,,
31,3588,0,,
28,3589,0,,
25,3603,0,,
25,3620,0,,
28,3625,0,,
19,3638,0,,
32,3647,0,,
27,3652,0,,
29,3661,0,,
29,3680,0,,
19,3683,0,,
19,3684,0,,
20,3696,0,,
22,3720,0,,
28,3731,0,,
24,3732,0,,
24,3751,0,,
30,3760,0,,
46,3764,0,,
77,3765,0,,
38,3766,0,,
31,3795,0,,
34,3804,0,,
33,3830,0,,
42,3835,0,,
36,3839,0,,
27,3842,0,,
26,3871,0,,
25,3873,0,,
24,3877,0,,
25,3887,0,,
23,3906,0,,
24,3907,0,,
25,3908,0,,
22,3925,0,,
22,3929,0,,
23,3933,0,,
22,3941,0,,
25,3965,0,,
24,3968,0,,
25,3979,0,,
23,3991,0,,
26,4007,0,,
27,4013,0,,
23,4016,0,,
25,4017,0,,
23,4052,0,,
22,4058,0,,
24,4065,0,,
21,4079,0,,
27,4084,0,,
30,4088,0,,
24,4090,0,,
30,4115,0,,
27,4140,0,,
27,4149,0,,
28,4152,0,,
22,4159,0,,
35,4169,0,,
62,4185,0,,
56,4187,0,,
45,4196,0,,
42,4223,0,,
49,4230,0,,
43,4233,0,,
43,4236,0,,
50,4254,0,,
46,4256,0,,
42,4269,0,,
41,4280,0,,
47,4288,0,,
57,4304,0,,
39,4315,0,,
55,4316,0,,
36,4323,0,,
48,4330,0,,
40,4341,0,,
28,4359,0,,
43,4365,0,,
36,4367,0,,
37,4372,0,,
29,4394,0,,
27,4405,0,,
31,4408,0,,
30,4420,0,,
32,4435,0,,
34,4446,0,,
31,4447,0,,
31,4452,0,,
36,4463,0,,
42,4481,0,,
41,4485,0,,
51,4493,0,,
48,4502,0,,
70,4525,0,,
37,4543,0,,
38,4550,0,,
46,4555,0,,
45,4572,0,,
42,4579,0,,
44,4585,0,,
46,4598,0,,
32,4610,0,,
36,4630,0,,
31,4631,0,,
37,4632,0,,
26,4645,0,,
25,4647,0,,
25,4653,0,,
29,4665,0,,
36,4683,0,,
31,4687,0,,
33,4693,0,,
34,4703,0,,
75,4721,0,,
72,4722,0,,
60,4742,0,,
70,4746,0,,
63,4763,0,,
67,4781,0,,
65,4795,0,,
64,4797,0,,
45,4803,0,,
32,4804,0,,
38,4815,0,,
34,4840,0,,
37,4843,0,,
36,4847,0,,
33,4872,0,,
37,4876,0,,
20,4882,0,,
23,4895,0,,
25,4899,0,,
23,4904,0,,
33,4923,0,,
31,4933,0,,
33,4950,0,,
34,4958,0,,
23,4967,0,,
22,4972,0,,
21,4975,0,,
25,4981,0,,
24,5002,0,,
33,5018,0,,
28,5020,0,,
26,5038,0,,
23,5057,0,,
28,5061,0,,
25,5068,0,,
26,5071,0,,
23,5099,0,,
27,5101,0,,
24,5104,0,,
26,5120,0,,
24,5152,0,,
26,5153,0,,
24,5156,0,,
24,5160,0,,
28,5180,0,,
30,5181,0,,
28,5187,0,,
43,5199,0,,
45,5207,0,,
36,5209,0,,
32,5232,0,,
34,5237,0,,
39,5246,0,,
39,5249,0,,
51,5257,0,,
43,5259,0,,
34,5303,0,,
42,5304,0,,
34,5307,0,,
36,5308,0,,
46,5342,0,,
37,5347,0,,
44,5355,0,,
42,5357,0,,
75,5362,0,,
60,5374,0,,
55,5384,0,,
61,5398,0,,
90,5422,0,,
83,5424,0,,
95,5430,0,,
116,5439,0,,
56,5448,0,,
49,5449,0,,
47,5453,0,,
76,5467,0,,
60,5481,0,,
76,5496,0,,
84,5502,0,,
64,5507,0,,
43,5531,0,,
35,5549,0,,
29,5556,0,,
26,5560,0,,
27,5571,0,,
32,5576,0,,
36,5594,0,,
30,5599,0,,
21,5604,0,,
22,5608,0,,
21,5610,0,,
23,5633,0,,
30,5644,0,,
34,5661,0,,
33,5674,0,,
30,5680,0,,
25,5682,0,,
22,5685,0,,
24,5691,0,,
22,5717,0,,
25,5728,0,,
24,5736,0,,
27,5746,0,,
25,5756,0,,
27,5776,0,,
20,5780,0,,
25,5789,0,,
20,5799,0,,
56,5804,0,,
27,5818,0,,
28,5821,0,,
31,5823,0,,
25,5845,0,,
25,5854,0,,
24,5857,0,,
27,5859,0,,
30,5883,0,,
31,5885,0,,
34,5908,0,,
31,5919,0,,
21,5938,0,,
28,5945,0,,
24,5947,0,,
23,5960,0,,
25,5981,0,,
28,5983,0,,
24,5986,0,,
23,5990,0,,
24,6019,0,,
22,6021,0,,
24,6031,0,,
23,6036,0,,
33,6056,0,,
32,6062,0,,
26,6063,0,,
34,6069,0,,
29,6089,0,,
28,6100,0,,
29,6106,0,,
28,6112,0,,
34,6124,0,,
31,6149,0,,
28,6152,0,,
22,6161,0,,
25,6186,0,,
25,6193,0,,
21,6198,0,,
31,6213,0,,
28,6222,0,,
28,6223,0,,
28,6228,0,,
33,6247,0,,
33,6252,0,,
36,6256,0,,
41,6258,0,,
36,6295,0,,
29,6299,0,,
32,6302,0,,
29,6316,0,,
18,6341,0,,
18,6351,0,,
20,6359,0,,
19,6360,0,,
18,6375,0,,
19,6380,0,,
18,6389,0,,
17,6394,0,,
25,6409,0,,
28,6418,0,,
39,6423,0,,
20,6438,0,,
30,6452,0,,
26,6453,0,,
29,6455,0,,
30,6480,0,,
28,6488,0,,
28,6497,0,,
27,6508,0,,
31,6516,0,,
28,6533,0,,
42,6538,0,,
32,6553,0,,
35,6560,0,,
50,6569,0,,
45,6584,0,,
50,6587,0,,
47,6589,0,,
52,6603,0,,
62,6605,0,,
58,6619,0,,
48,6633,0,,
20,6642,0,,
19,6666,0,,
19,6674,0,,
21,6678,0,,
19,6688,0,,
19,6696,0,,
20,6706,0,,
19,6715,0,,
33,6728,0,,
79,6730,0,,
34,6739,0,,
37,6747,0,,
68,6773,0,,
56,6778,0,,
57,6792,0,,
47,6793,0,,
23,6802,0,,
22,6805,0,,
19,6814,0,,
23,6815,0,,
23,6842,0,,
28,6870,0,,
23,6871,0,,
29,6878,0,,
35,6890,0,,
47,6905,0,,
37,6910,0,,
37,6915,0,,
43,6931,0,,
38,6940,0,,
33,6953,0,,
31,6954,0,,
58,6964,0,,
47,6989,0,,
54,6996,0,,
48,7000,0,,
68,7002,0,,
51,7035,0,,
54,7036,0,,
50,7038,0,,
36,7043,0,,
37,7060,0,,
44,7061,0,,
34,7066,0,,
38,7084,0,,
31,7087,0,,
38,7101,0,,
39,7111,0,,
37,7126,0,,
30,7137,0,,
34,7147,0,,
34,7157,0,,
36,7168,0,,
39,7171,0,,
31,7194,0,,
40,7195,0,,
26,7203,0,,
26,7213,0,,
24,7238,0,,
29,7241,0,,
26,7260,0,,
27,7265,0,,
29,7279,0,,
22,7282,0,,
22,7291,0,,
22,7296,0,,
21,7310,0,,
29,7339,0,,
26,7340,0,,
32,7349,0,,
23,7352,0,,
41,7372,0,,
26,7385,0,,
25,7386,0,,
23,7388,0,,
27,7405,0,,
29,7408,0,,
29,7427,0,,
29,7434,0,,
39,7454,0,,
37,7460,0,,
59,7463,0,,
40,7468,0,,
50,7481,0,,
40,7489,0,,
57,7492,0,,
41,7504,0,,
35,7523,0,,
32,7538,0,,
37,7548,0,,
35,7560,0,,
30,7570,0,,
30,7582,0,,
35,7598,0,,
32,7599,0,,
33,7604,0,,
27,7612,0,,
33,7620,0,,
31,7628,0,,
39,7641,0,,
34,7656,0,,
36,7659,0,,
35,7669,0,,
35,7702,0,,
41,7706,0,,
33,7710,0,,
43,7712,0,,
41,7721,0,,
34,7723,0,,
36,7748,0,,
44,7759,0,,
29,7785,0,,
29,7792,0,,
28,7796,0,,
28,7797,0,,
36,7811,0,,
40,7814,0,,
45,7824,0,,
30,7829,0,,
31,7844,0,,
34,7845,0,,
36,7854,0,,
34,7873,0,,
42,7900,0,,
46,7903,0,,
41,7916,0,,
42,7919,0,,
28,7923,0,,
28,7944,0,,
37,7946,0,,
27,7960,0,,
35,7973,0,,
54,7979,0,,
51,7992,0,,
64,7995,0,,
32,8014,0,,
32,8020,0,,
37,8025,0,,
39,8028,0,,
32,8053,0,,
35,8064,0,,
35,8071,0,,
31,8080,0,,
52,8089,0,,
50,8098,0,,
75,8105,0,,
63,8108,0,,
71,8133,0,,
56,8148,0,,
66,8150,0,,
63,8157,0,,
29,8165,0,,
23,8170,0,,
24,8180,0,,
25,8187,0,,
26,8202,0,,
33,8208,0,,
30,8210,0,,
29,8224,0,,
30,8249,0,,
29,8256,0,,
29,8260,0,,
27,8274,0,,
28,8290,0,,
31,8302,0,,
31,8303,0,,
28,8310,0,,
44,8339,0,,
33,8346,0,,
34,8347,0,,
28,8354,0,,
28,8368,0,,
26,8370,0,,
37,8394,0,,
25,8400,0,,
35,8409,0,,
35,8419,0,,
31,8433,0,,
33,8436,0,,
32,8444,0,,
31,8456,0,,
34,8462,0,,
30,8472,0,,
26,8483,0,,
25,8485,0,,
27,8496,0,,
28,8520,0,,
23,8539,0,,
23,8542,0,,
25,8547,0,,
19,8553,0,,
16,8566,0,,
22,8567,0,,
21,8588,0,,
19,8593,0,,
24,8620,0,,
23,8625,0,,
23,8633,0,,
25,8638,0,,
26,8657,0,,
28,8659,0,,
23,8660,0,,
25,8661,0,,
28,8697,0,,
29,8700,0,,
25,8708,0,,
26,8717,0,,
22,8721,0,,
21,8735,0,,
23,8742,0,,
21,8749,0,,
23,8762,0,,
23,8771,0,,
26,8785,0,,
28,8798,0,,
46,8882,0,,
28,8895,0,,
33,8896,0,,
29,8899,0,,
32,8934,0,,
38,8937,0,,
30,8938,0,,
30,8950,0,,
28,8956,0,,
31,8977,0,,
30,8984,0,,
53,8988,0,,
27,8998,0,,
32,9020,0,,
36,9025,0,,
28,9029,0,,
27,9050,0,,
24,9051,0,,
26,9059,0,,
24,9061,0,,
22,9073,0,,
26,9089,0,,
29,9103,0,,
26,9109,0,,
33,9132,0,,
30,9141,0,,
28,9142,0,,
36,9149,0,,
28,9167,0,,
29,9175,0,,
35,9180,0,,
26,9185,0,,
26,9597,0,,
27,9601,0,,
27,9617,0,,
27,9621,0,,
30,9633,0,,
34,9644,0,,
30,9669,0,,
30,9671,0,,
28,9675,0,,
29,9703,0,,
33,9705,0,,
33,9707,0,,
29,9738,0,,
29,9744,0,,
28,9745,0,,
29,9750,0,,
23,9763,0,,
21,9785,0,,
17,9786,0,,
27,9789,0,,
32,9797,0,,
20,9800,0,,
33,9820,0,,
24,9829,0,,
54,9833,0,,
38,9840,0,,
32,9852,0,,
29,9858,0,,
30,9878,0,,
30,9883,0,,
35,9886,0,,
34,9888,0,,
23,9927,0,,
20,9942,0,,
27,9946,0,,
24,9952,0,,
25,9953,0,,
24,9970,0,,
25,9974,0,,
24,9976,0,,
28,9993,0,,
35,9995,0,,
38,9998,0,,
28,10028,0,,
27,10049,0,,
28,10062,0,,
25,10067,0,,
27,10068,0,,
31,10085,0,,
37,10086,0,,
30,10093,0,,
32,10099,0,,
31,10121,0,,
38,10139,0,,
38,10147,0,,
37,10148,0,,
24,10159,0,,
26,10167,0,,
44,10177,0,,
25,10179,0,,
35,10193,0,,
28,10211,0,,
32,10214,0,,
29,10231,0,,
45,10237,0,,
36,10250,0,,
42,10257,0,,
42,10263,0,,
36,10275,0,,
39,10280,0,,
36,10295,0,,
41,10306,0,,
45,10319,0,,
50,10324,0,,
76,10333,0,,
73,10339,0,,
75,10365,0,,
52,10371,0,,
55,10372,0,,
48,10379,0,,
24,10393,0,,
28,10417,0,,
24,10421,0,,
30,10430,0,,
28,10442,0,,
29,10453,0,,
31,10458,0,,
27,10463,0,,
30,10483,0,,
30,10490,0,,
28,10495,0,,
28,10509,0,,
27,10523,0,,
27,10525,0,,
26,10535,0,,
28,10547,0,,
19,10799,0,,
19,10812,0,,
23,10820,0,,
22,10825,0,,
20,10848,0,,
21,10852,0,,
21,10858,0,,
22,10872,0,,
28,10876,0,,
28,10877,0,,
32,10894,0,,
27,10899,0,,
59,10914,0,,
36,10918,0,,
43,10941,0,,
24,10948,0,,
36,10966,0,,
41,10973,0,,
44,10977,0,,
40,10982,0,,
40,10995,0,,
48,11018,0,,
44,11023,0,,
44,11032,0,,
29,11034,0,,
30,11043,0,,
25,11058,0,,
28,11067,0,,
33,11078,0,,
34,11079,0,,
36,11085,0,,
31,11112,0,,
36,11115,0,,
35,11142,0,,
52,11147,0,,
37,11149,0,,
46,11159,0,,
48,11165,0,,
43,11176,0,,
38,11177,0,,
27,11196,0,,
34,11208,0,,
22,11209,0,,
25,11219,0,,
25,11238,0,,
23,11256,0,,
43,11257,0,,
27,11261,0,,
33,11276,0,,
45,11279,0,,
38,11280,0,,
26,11291,0,,
34,11317,0,,
38,11330,0,,
39,11341,0,,
37,11345,0,,
31,11353,0,,
32,11370,0,,
25,11380,0,,
34,11381,0,,
20,11397,0,,
29,11401,0,,
29,11402,0,,
25,11410,0,,
28,11434,0,,
32,11440,0,,
28,11456,0,,
32,11468,0,,
40,11487,0,,
36,11489,0,,
45,11493,0,,
36,11498,0,,
24,11515,0,,
21,11527,0,,
22,11548,0,,
24,11552,0,,
36,11559,0,,
34,11581,0,,
29,11583,0,,
31,11584,0,,
25,11603,0,,
33,11604,0,,
24,11614,0,,
22,11623,0,,
29,11653,0,,
25,11654,0,,
27,11663,0,,
29,11669,0,,
32,11673,0,,
28,11689,0,,
30,11700,0,,
28,11705,0,,
29,11719,0,,
28,11723,0,,
27,11740,0,,
27,11751,0,,
28,11755,0,,
26,11764,0,,
27,11767,0,,
31,11790,0,,
32,11809,0,,
36,11811,0,,
25,11828,0,,
31,11831,0,,
21,11836,0,,
24,11837,0,,
20,11848,0,,
20,11869,0,,
31,11879,0,,
30,11890,0,,
33,11891,0,,
35,11895,0,,
28,11930,0,,
27,11941,0,,
28,11942,0,,
30,11948,0,,
29,11977,0,,
32,11978,0,,
31,11979,0,,
41,11983,0,,
68,11994,0,,
72,12015,0,,
63,12019,0,,
63,12023,0,,
60,12038,0,,
46,12048,0,,
51,12055,0,,
48,12071,0,,
30,12074,0,,
22,12087,0,,
31,12089,0,,
24,12092,0,,
28,12113,0,,
29,12115,0,,
31,12116,0,,
30,12136,0,,
25,12153,0,,
24,12157,0,,
23,12174,0,,
26,12192,0,,
23,12206,0,,
22,12214,0,,
24,12218,0,,
23,12230,0,,
71,12249,0,,
83,12252,0,,
71,12267,0,,
63,12270,0,,
48,12288,0,,
49,12294,0,,
51,12299,0,,
53,12301,0,,
32,12322,0,,
30,12333,0,,
25,12343,0,,
27,12349,0,,
35,12366,0,,
29,12367,0,,
29,12375,0,,
31,12389,0,,
35,12411,0,,
33,12420,0,,
34,12421,0,,
34,12427,0,,
36,12441,0,,
45,12457,0,,
32,12459,0,,
41,12466,0,,
17,12478,0,,
21,12488,0,,
23,12505,0,,
19,12508,0,,
20,12516,0,,
22,12518,0,,
23,12528,0,,
29,12543,0,,
33,12564,0,,
28,12568,0,,
32,12570,0,,
31,12591,0,,
41,12602,0,,
39,12615,0,,
37,12619,0,,
39,12632,0,,
32,12645,0,,
33,12652,0,,
28,12666,0,,
34,12668,0,,
42,12683,0,,
47,12697,0,,
35,12707,0,,
42,12711,0,,
41,12722,0,,
45,12731,0,,
77,12733,0,,
49,12749,0,,
31,12753,0,,
28,12769,0,,
33,12771,0,,
34,12787,0,,
26,12803,0,,
28,12826,0,,
29,12829,0,,
28,12830,0,,
30,12835,0,,
31,12848,0,,
31,12855,0,,
30,12870,0,,
34,12874,0,,
32,12875,0,,
29,12909,0,,
29,12910,0,,
39,12914,0,,
31,12926,0,,
28,12929,0,,
32,12938,0,,
37,12957,0,,
39,12966,0,,
36,12968,0,,
59,12986,0,,
50,12993,0,,
47,13014,0,,
49,13020,0,,
35,13022,0,,
37,13043,0,,
36,13050,0,,
35,13067,0,,
39,13072,0,,
44,13073,0,,
39,13077,0,,
38,13083,0,,
45,13112,0,,
43,13127,0,,
48,13128,0,,
47,13137,0,,
48,13152,0,,
47,13155,0,,
36,13161,0,,
39,13170,0,,
40,13175,0,,
36,13199,0,,
34,13203,0,,
28,13206,0,,
30,13212,0,,
33,13247,0,,
32,13251,0,,
36,13255,0,,
52,13267,0,,
23,13281,0,,
22,13286,0,,
18,13290,0,,
21,13308,0,,
27,13322,0,,
26,13329,0,,
26,13339,0,,
28,13346,0,,
48,13367,0,,
42,13374,0,,
46,13391,0,,
45,13392,0,,
47,13399,0,,
49,13416,0,,
43,13424,0,,
47,13432,0,,
34,13457,0,,
36,13461,0,,
34,13466,0,,
33,13469,0,,
33,13474,0,,
37,13507,0,,
34,13508,0,,
37,13510,0,,
51,13533,0,,
24,13536,0,,
32,13547,0,,
36,13551,0,,
41,13571,0,,
24,13584,0,,
31,13588,0,,
40,13592,0,,
27,13594,0,,
24,13597,0,,
24,13614,0,,
25,13623,0,,
28,13643,0,,
24,13650,0,,
41,13657,0,,
27,13672,0,,
22,13674,0,,
19,13682,0,,
19,13683,0,,
21,13685,0,,
29,13714,0,,
31,13719,0,,
33,13739,0,,
39,13740,0,,
25,13765,0,,
23,13769,0,,
25,13775,0,,
26,13788,0,,
28,13808,0,,
25,13813,0,,
24,13819,0,,
24,13820,0,,
21,13853,0,,
23,13859,0,,
32,13860,0,,
22,13871,0,,
26,13878,0,,
28,13880,0,,
34,13894,0,,
33,13903,0,,
21,13917,0,,
23,13930,0,,
28,13934,0,,
18,13947,0,,
36,13954,0,,
39,13957,0,,
37,13968,0,,
33,13983,0,,
38,13994,0,,
28,14008,0,,
27,14009,0,,
36,14013,0,,
51,14055,0,,
46,14056,0,,
49,14066,0,,
50,14072,0,,
27,14088,0,,
24,14097,0,,
27,14104,0,,
27,14107,0,,
27,14115,0,,
32,14123,0,,
26,14128,0,,
29,14135,0,,
27,14166,0,,
31,14167,0,,
28,14174,0,,
35,14179,0,,
38,14200,0,,
43,14209,0,,
30,14220,0,,
37,14221,0,,
43,14233,0,,
43,14246,0,,
28,14247,0,,
31,14256,0,,
40,14279,0,,
35,14297,0,,
35,14307,0,,
40,14309,0,,
67,14327,0,,
51,14335,0,,
66,14341,0,,
54,14346,0,,
45,14355,0,,
42,14358,0,,
41,14367,0,,
49,14377,0,,
31,14399,0,,
31,14404,0,,
33,14407,0,,
30,14424,0,,
41,14434,0,,
42,14444,0,,
41,14455,0,,
47,14462,0,,
25,14474,0,,
26,14482,0,,
27,14484,0,,
24,14497,0,,
26,14517,0,,
27,14520,0,,
26,14522,0,,
28,14537,0,,
32,14574,0,,
26,14580,0,,
29,14583,0,,
24,14588,0,,
29,14598,0,,
29,14621,0,,
29,14623,0,,
30,14627,0,,
45,14637,0,,
32,14638,0,,
29,14642,0,,
29,14645,0,,
29,14681,0,,
29,14684,0,,
26,14689,0,,
29,14699,0,,
35,14717,0,,
38,14726,0,,
27,14741,0,,
32,14749,0,,
34,14758,0,,
33,14762,0,,
34,14769,0,,
33,14771,0,,
29,14809,0,,
26,14810,0,,
27,14824,0,,
24,14830,0,,
33,14835,0,,
25,14856,0,,
37,14862,0,,
33,14868,0,,
32,14880,0,,
40,14891,0,,
36,14894,0,,
37,14899,0,,
37,14923,0,,
32,14935,0,,
29,14949,0,,
28,14952,0,,
46,14958,0,,
54,14961,0,,
45,14978,0,,
48,14991,0,,
51,15002,0,,
51,15009,0,,
50,15023,0,,
53,15029,0,,
48,15050,0,,
32,15055,0,,
29,15059,0,,
31,15066,0,,
32,15086,0,,
29,15092,0,,
30,15093,0,,
29,15104,0,,
23,15139,0,,
24,15143,0,,
23,15144,0,,
21,15150,0,,
22,15160,0,,
24,15183,0,,
26,15184,0,,
24,15190,0,,
112,15195,0,,
71,15199,0,,
89,15204,0,,
72,15214,0,,
69,15234,0,,
85,15241,0,,
50,15252,0,,
49,15266,0,,
58,15286,0,,
65,15296,0,,
30,15303,0,,
26,15312,0,,
27,15316,0,,
28,15324,0,,
25,15342,0,,
26,15347,0,,
31,15362,0,,
32,15378,0,,
33,15383,0,,
29,15389,0,,
28,15414,0,,
29,15427,0,,
29,15430,0,,
30,15431,0,,
30,15437,0,,
38,15441,0,,
32,15443,0,,
33,15460,0,,
27,15486,0,,
30,15496,0,,
32,15498,0,,
28,15513,0,,
54,15522,0,,
52,15534,0,,
58,15543,0,,
43,15546,0,,
37,15561,0,,
32,15567,0,,
46,15587,0,,
82,15593,0,,
28,15602,0,,
31,15608,0,,
33,15627,0,,
28,15634,0,,
35,15648,0,,
26,15655,0,,
38,15664,0,,
29,15671,0,,
42,15680,0,,
38,15682,0,,
47,15692,0,,
40,15702,0,,
31,15716,0,,
30,15723,0,,
32,15734,0,,
31,15742,0,,
28,15772,0,,
33,15780,0,,
27,15782,0,,
33,15791,0,,
51,15814,0,,
53,15819,0,,
53,15822,0,,
40,15832,0,,
41,15852,0,,
27,15853,0,,
31,15869,0,,
34,15870,0,,
39,15879,0,,
53,15882,0,,
52,15895,0,,
51,15909,0,,
30,15924,0,,
31,15927,0,,
29,15938,0,,
30,15942,0,,
51,15958,0,,
50,15964,0,,
74,15969,0,,
45,15977,0,,
23,9,1,,
26,18,1,,
22,27,1,,
22,31,1,,
20,46,1,,
20,58,1,,
24,69,1,,
22,78,1,,
13,162,1,,
16,187,1,,
13,193,1,,
11,197,1,,
9,206,1,,
13,221,1,,
8,226,1,,
10,235,1,,
11,266,1,,
10,269,1,,
8,271,1,,
9,274,1,,
9,281,1,,
14,289,1,,
10,293,1,,
12,304,1,,
14,402,1,,
13,418,1,,
11,422,1,,
16,424,1,,
12,453,1,,
13,459,1,,
14,462,1,,
17,465,1,,
16,495,1,,
13,498,1,,
15,511,1,,
19,515,1,,
20,548,1,,
22,554,1,,
23,556,1,,
20,557,1,,
16,572,1,,
12,576,1,,
12,579,1,,
16,591,1,,
13,601,1,,
8,607,1,,
10,623,1,,
10,637,1,,
34,725,1,,
39,734,1,,
31,750,1,,
28,756,1,,
43,779,1,,
32,783,1,,
41,797,1,,
39,800,1,,
8,801,1,,
6,802,1,,
7,814,1,,
14,831,1,,
10,841,1,,
8,842,1,,
8,855,1,,
10,861,1,,
8,883,1,,
15,887,1,,
8,898,1,,
8,920,1,,
